taxon_id,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,date first observation,date last observation,source,remarks,native range,terrestrial,marine,freshwater,host,date added,added by,verified by
OSROUCKLCAWIP0YJRMIPB1,"Coccus hesperidum Linnaeus, 1758",Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Coccus,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,parasitesOnPlants,naturalDispersal,1930,2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Sub-Saharan Africa | Asia | Central America | Oceania | South America,TRUE,FALSE,FALSE,Plantae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Costica Adam
OSROUCKLMH482EZKEVG22W,"Saissetia coffeae (Walker, 1852)",Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Saissetia,species,ICZN,Romania,RO,present,introduced,casual,transportStowaway,,,1930,1977,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Africa,TRUE,FALSE,FALSE,Plantae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Costica Adam
OSROUCKL5WQ6TZCQ945NCC,"Chrysomphalus aonidum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Chrysomphalus,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,contaminantOnPlants,,1930,2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.",,South America,TRUE,FALSE,FALSE,Citrus,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana Cristina Constantinescu
OSROUCKL46VCK3EVGTKT13,"Pseudococcus longispinus (Targioni Tozzetti, 1867)",Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Pseudococcus,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,,,1930,2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.",,Asia | Oceania,TRUE,FALSE,FALSE,Plantae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Costica Adam
OSROUCKLE26JOY5C5J0WET,"Sitotroga cerealella (Olivier, 1789)",Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Sitotroga,species,ICZN,Romania,RO,present,introduced,colonising,naturalDispersal,transportContaminant,transportStowaway,1931,2022,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Australia and New Zealand,TRUE,FALSE,FALSE,Poaceae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL6XYX3U86YZI4D1,Amaranthus blitoides S.Watson,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,species,ICN,Romania,RO,present,introduced,established,seedContaminant,otherTransport,naturalDispersal,1931,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",,North-Central U.S.A. | Northeastern U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southeastern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSROI085EZD0J374I6,Euphorbia maculata L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,species,ICN,Romania,RO,present,introduced,invasive,unaided,,,1931,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539",,Caribbean | Central America | Eastern Canada | Mexico | North-Central U.S.A. | Northeastern U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southeastern U.S.A. | Southwestern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Culita Sirbu
OSRO6WP2HJVAUMC7BV,Solanum triflorum var. ponticum (Prodan) Borza,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,variety,ICN,Romania,RO,present,introduced,established,transportContaminant,,,1931,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi | Borza Al, Nyarady EI (1931) Plante noi sau rare pentru flora Romaniei. Bul. Grad. Bot. Cluj 11(3-4): 66-88 | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JRU, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333–339. https://doi.org/10.1016/j.tree.2011.03.023 | Plants of the World Online (2026) https://powo.science.kew.org/","taxon rank changed from subspecies to variety | Data first observation completed (1931, Borza & Nyarady 1931)",Eastern Canada | North-Central U.S.A. | Northeastern U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southern South America | Southwestern U.S.A. | Western Canada,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Mihaela Urziceanu
OSROUCKL1V7WSW6RAIYO9Q,"Diaspidiotus perniciosus (Comstock, 1881)",Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Comstockaspis,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,contaminantOnPlants,,1933,2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Pellizzari G, Germain J-F (2010) Scales (Hemiptera, Superfamily Coccoidea). Chapter 9.3. BioRisk 4: 475-510. https://doi.org/10.3897/biorisk.4.45 | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.",,Eastern Asia,TRUE,FALSE,FALSE,Plantae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana Cristina Constantinescu
OSROUCKL0DOEEKPNU9NVTB,"Coleotechnites piceaella (Kearfott, 1903)",Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,naturalDispersal,,1933,2022,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Rakosy L, Momeu L (Eds) (2009) Neobiota din Romania. Editura Presa Universitara Clujeana, Cluj-Napoca.",,Northern America,TRUE,FALSE,FALSE,Picea,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL8ZJ6N1BDZ5OYN8,"Parasteatoda tepidariorum (C. L. Koch, 1841)",Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Parasteatoda,species,ICZN,Romania,RO,present,introduced,invasive,transportContaminant,,,1934,2026,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Gloor D, Nentwig W, Blick T, Kropf C (2017) World Spider Catalog. https://doi.org/10.24436/2 | https://www.inaturalist.org/observations/337230998",,Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Costica Adam
OSROUCKLPB5N6MDU41380Q,"Anser indicus (Latham, 1790)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,species,ICZN,Romania,RO,present,introduced,casual,PublicGardenZooAquaria,OtherEscape,escapeFromConfinement,1934,2022,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | https://www.inaturalist.org/observations/153017948",,Central Asia | Eastern Asia | North Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marian Tudor
OSROGYS4Q9A44KRCGU,Sisyrinchium montanum Greene,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,species,ICN,Romania,RO,present,introduced,established,ornamentalNonHorticulture,,,1934,2021,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Svoboda C (1981) Uber die Sisyrinchium montanum Greene in Rumanien. Not. Bot Horti Agrobot., 11: 69-74","Sisyrinchium angustifolium Mill. reported in 10.3897/BDJ.12.e119539 is S. montanum , see https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:440925-1",Eastern Canada | North-Central U.S.A. | Northeastern U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Subarctic America | Western Canada,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSROT9ZRQ43010FEZG,Galinsoga quadriradiata Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Galinsoga,species,ICN,Romania,RO,present,introduced,invasive,transportationHabitatMaterial,naturalDispersal,,1934,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539",,Brazil | Central America | Mexico | Northern South America | Northwestern U.S.A. | Southern South America | Western South America,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSROCBUHPNDETJ6L4S,Cercis siliquastrum L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis,species,ICN,Romania,RO,present,introduced,casual,horticulture,,,1934,2020,"Oprea A. (2005) Lista critica a plantelor vasculare din Romania. Edit. Univ. Al. I. Cuza Iasi, 668 pp",,Southeastern Europe | Southwestern Europe | Western Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Culita Sirbu
OSRO3IMX2M9EXUJFQ8,Gleditsia triacanthos L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,species,ICN,Romania,RO,present,introduced,established,OtherIntentionalRelease,forestry,ornamentalNonHorticulture,1934,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539",,Mexico | North-Central U.S.A. | Northeastern U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southeastern U.S.A. | Southwestern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Culita Sirbu
OSROUCKLPMKPWWPIL0XKUW,"Hypania invalida (Grube, 1860)",Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Hypania,species,ICZN,Romania,RO,present,introduced,invasive,waterwaysBasinsSeas,ballastWater,hullFouling,1935,2019,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Pavel AB, Menabit S, Pop IC, Stanescu I, Naliana L (2021) The spatio-temporal distribution of the Ponto-Caspian polychaete in the Lower Sector of the Danube River and in Danube Delta. Global Ecology and Conservation 28: e01623.",,Eastern Europe (Ponto-Caspian) | Black Sea | Caspian Sea,FALSE,TRUE,TRUE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Oana P. Popa
OSROUCKL9QT94O9UFHSYY6,"Aix sponsa (Linnaeus, 1758)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,species,ICZN,Romania,RO,present,introduced,casual,PublicGardenZooAquaria,OtherEscape,escapeFromConfinement,1935,2025,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | https://www.inaturalist.org/observations/282437996",last observation: Marian Tudor personal observations,Northern America | Central America,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marian Tudor
OSRO54Q5N6G9M1FU6V,Sorghum bicolor (L.) Moench,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum,species,ICN,Romania,RO,present,introduced,casual,agriculture,,,1935,2020,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Prodan I (1935) Conspectul florei Dobrogei, I, II, III, Tipografia Cartea Romaneasca, Cluj",,East Tropical Africa | Indian Subcontinent | Macaronesia | Northeast Tropical Africa | Northern Africa | South Tropical Africa | Southern Africa | West Tropical Africa | West-Central Tropical Africa | Western Indian Ocean,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSROBGHCH5W8PIG2OB,Lobularia maritima (L.) Desv.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,1935,2020,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",,Northern Africa | Southeastern Europe | Southwestern Europe | Western Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSROCC7PTMQOTVR5VO,Prunus armeniaca L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,species,ICN,Romania,RO,present,introduced,casual,escapeFromConfinement,,,1935,2024,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi, Romania, 734 pp | https://www.inaturalist.org/observations/232784189 | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JR, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333-339. https://doi.org/10.1016/j.tree.2011.03.023",,Central Asia | China | Southeastern Europe,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana-Minodora Sirbu
OSRO0IEBZPZ7COGV47,Cosmos bipinnatus Cav.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,1937,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Morariu I (1937) Periodicitate si amestecuri antropogene in flora marginasa a Bucurestilor. Rev. Sti. V. Adamachi, 23(1): 46-48",,Mexico,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Paulina Anastasiu
OSROGLAY7UC8B1KO98,Portulaca grandiflora Hook.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,1937,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",,Brazil | Southern South America | Western South America,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
